word,meaning,translation,source,morphology,root,processes,type,meaning,partial chunk,form,normalized_form
maáldeg,ardent,ardent,Dictionary A,"{""root"":""áldeg"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",áldeg,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,maaldeg
alég,negative exhortation: ‘don’t’,do not,Dictionary A,"{""root"":""alég"",""processes"":[]}",alég,-,-,-,-,-,aleg
Alemánia,Germany,Germany,Dictionary A,"{""root"":""Alemánia"",""processes"":[]}",Alemánia,-,-,-,-,-,alemania
álep,to join pieces of wood,to join,Dictionary A,"{""root"":""álep"",""processes"":[]}",álep,-,-,-,-,-,alep
aléplep,dead,dead,Dictionary A,"{""root"":""aléplep"",""processes"":[]}",aléplep,-,-,-,-,-,aleplep
aliádo,alien,alien,Dictionary A,"{""root"":""aliádo"",""processes"":[]}",aliádo,-,-,-,-,-,aliado
álig,to imitate,imitate,Dictionary A,"{""root"":""álig"",""processes"":[]}",álig,-,-,-,-,-,alig
aliguás,"to improve, prosper (on -)",imprive,Dictionary A,"{""root"":""aliguás"",""processes"":[]}",aliguás,-,-,-,-,-,aliguas
alíkir,escape,escape,Dictionary A,"{""root"":""alíkir"",""processes"":[]}",alíkir,-,-,-,-,-,alikir
alikóteg,"restless, constantly moving",restless,Dictionary A,"{""root"":""alikóteg"",""processes"":[]}",alikóteg,-,-,-,-,-,alikoteg
alíla,servant; to care for (esp. children) (man -),servant,Dictionary A,"{""root"":""alíla"",""processes"":[]}",alíla,-,-,-,-,-,alila
1alíliñg,condition,condition,Dictionary A,"{""root"":""1alíliñg"",""processes"":[]}",1alíliñg,-,-,-,-,-,1aliling
2alíliñg,to be like or comparable (man-),comparable,Dictionary A,"{""root"":""2alíliñg"",""processes"":[]}",2alíliñg,-,-,-,-,-,2aliling
alimbáwa,"signify, stand as an example",example,Dictionary A,"{""root"":""alimbáwa"",""processes"":[]}",alimbáwa,-,-,-,-,-,alimbawa
kaalimbawaán,"example, representation; symbol",representation,Dictionary A,"{""root"":""kaalimbawaán"",""processes"":[]}",kaalimbawaán,-,-,-,-,-,kaalimbawaan
alimbobóyog,bumble bee,bumble bee,Dictionary A,"{""root"":""alimbobóyog"",""processes"":[]}",alimbobóyog,-,-,-,-,-,alimboboyog
alímbos,"extremely, very much",extremely,Dictionary A,"{""root"":""alímbos"",""processes"":[]}",alímbos,-,-,-,-,-,alimbos
aliméñg,able,able,Dictionary A,"{""root"":""aliméñg"",""processes"":[]}",aliméñg,-,-,-,-,-,alimeng
alimógagán,to walk in one’s sleep; be absent minded,absent minded,Dictionary A,"{""root"":""alimógagán"",""processes"":[]}",alimógagán,-,-,-,-,-,alimogagan
alimoréñg,dizziness; to faint,dizziness,Dictionary A,"{""root"":""alimoréñg"",""processes"":[]}",alimoréñg,-,-,-,-,-,alimoreng
alindáway,"modern, up to date",modern,Dictionary A,"{""root"":""aldáway"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":2}]}",aldáway,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":2}",infix,completed aspect marker,-,-in-,alindaway
maalindáway,modernized,modernized,Dictionary A,"{""root"":""aldáway"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":2}]}",aldáway,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":2}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,maalindaway
aliñgerñgér,strong or pervading scent or fragrance,strong scent,Dictionary A,"{""root"":""aliñgerñgér"",""processes"":[]}",aliñgerñgér,-,-,-,-,-,alingernger
aliñgiáda,"accommodating, hospitable",accomodating,Dictionary A,"{""root"":""aliñgiá"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",aliñgiá,"{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}",suffix,3pl genitive enclitic,-,-da,alingiada
alipanós,fatigue,fatigue,Dictionary A,"{""root"":""alipanós"",""processes"":[]}",alipanós,-,-,-,-,-,alipanos
alipógo,to arrange the hair in a roll or bun (but without braiding it),arrange,Dictionary A,"{""root"":""alipógo"",""processes"":[]}",alipógo,-,-,-,-,-,alipogo
alipospós,to grapple with an opponent in a fight or game,grapple,Dictionary A,"{""root"":""alipospós"",""processes"":[]}",alipospós,-,-,-,-,-,alipospos
alirég,clam; (also) snails found in decaying timber,clam,Dictionary A,"{""root"":""alirég"",""processes"":[]}",alirég,-,-,-,-,-,alireg
alís,"to leave, go away",leave,Dictionary A,"{""root"":""alís"",""processes"":[]}",alís,-,-,-,-,-,alis
paalís,"let leave, drive away",let leave,Dictionary A,"{""root"":""alís"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""""}]}",alís,"{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""""}",nasal_prefix,causative/instrumental nasal-assimilating,-,paN-,paalis
1aliwá,not; become different (on -),not,Dictionary A,"{""root"":""1aliwá"",""processes"":[]}",1aliwá,-,-,-,-,-,1aliwa
2aliwá,"untoward, improper",improper,Dictionary A,"{""root"":""2aliwá"",""processes"":[]}",2aliwá,-,-,-,-,-,2aliwa
alíwliwá,ugly,ugly,Dictionary A,"{""root"":""alíwliwá"",""processes"":[]}",alíwliwá,-,-,-,-,-,aliwliwa
alcáldE,mayor,mayor,Dictionary A,"{""root"":""alcáldE"",""processes"":[]}",alcáldE,-,-,-,-,-,alcalde
alkansiá,"piece of bamboo tube, tin can, etc. used as ‘bank’ for storing money",piggy bank,Dictionary A,"{""root"":""alkansiá"",""processes"":[]}",alkansiá,-,-,-,-,-,alkansia
álmirol,starch; to starch (man -),starch,Dictionary A,"{""root"":""álmirol"",""processes"":[]}",álmirol,-,-,-,-,-,almirol
álmo,"to find, encounter, meet (usu. by chance)",find,Dictionary A,"{""root"":""ál"",""processes"":[{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",ál,"{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}",suffix,2sg genitive enclitic,-,-mo,almo
nálmo,found,found,Dictionary A,"{""root"":""nál"",""processes"":[{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",nál,"{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}",suffix,2sg genitive enclitic,-,-mo,nalmo
almusál,breakfast; to eat breakfast (man -),breakfast,Dictionary A,"{""root"":""almusál"",""processes"":[]}",almusál,-,-,-,-,-,almusal
álneb,moist,moist,Dictionary A,"{""root"":""álneb"",""processes"":[]}",álneb,-,-,-,-,-,alneb
álo,pestle,pestle,Dictionary A,"{""root"":""álo"",""processes"":[]}",álo,-,-,-,-,-,alo
aluár,careful; be careful (man -),careful,Dictionary A,"{""root"":""aluár"",""processes"":[]}",aluár,-,-,-,-,-,aluar
aloboób,hurricane; great anger,hurricane,Dictionary A,"{""root"":""aloboób"",""processes"":[]}",aloboób,-,-,-,-,-,aloboob
álog,"stream, stream or river bed; acres,lowland field or farm",stream,Dictionary A,"{""root"":""álog"",""processes"":[]}",álog,-,-,-,-,-,alog
kaalogán,wide tract of farmland,farmland,Dictionary A,"{""root"":""kaalogán"",""processes"":[]}",kaalogán,-,-,-,-,-,kaalogan
alógpos,"release, escape",release,Dictionary A,"{""root"":""alógpos"",""processes"":[]}",alógpos,-,-,-,-,-,alogpos
alolóng,a small hut esp. constructed with nipa thatch,nipa hut,Dictionary A,"{""root"":""alolóng"",""processes"":[]}",alolóng,-,-,-,-,-,alolong
álolot,worse; become worse (on -),worse,Dictionary A,"{""root"":""álolot"",""processes"":[]}",álolot,-,-,-,-,-,alolot
alombáyar,worm (general term),worm,Dictionary A,"{""root"":""alombáyar"",""processes"":[]}",alombáyar,-,-,-,-,-,alombayar
alopísing,the temples (of the head),temples,Dictionary A,"{""root"":""alopísg"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":6}]}",alopísg,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":6}",infix,completed aspect marker,-,-in-,alopising
alfilÉr,pin,pin,Dictionary A,"{""root"":""alfilÉr"",""processes"":[]}",alfilÉr,-,-,-,-,-,alfiler
alfómbra,"carpet, rug, or other soft covering esp. on floor",carpet,Dictionary A,"{""root"":""alfómbra"",""processes"":[]}",alfómbra,-,-,-,-,-,alfombra
álsa,"to put up, draw up, lift (man -)",carry  ,Dictionary A,"{""root"":""álsa"",""processes"":[]}",álsa,-,-,-,-,-,alsa
altéy,liver,liver,Dictionary A,"{""root"":""altéy"",""processes"":[]}",altéy,-,-,-,-,-,altey
álwas,space between two nodes (e.g. of bamboo),in between,Dictionary A,"{""root"":""álwas"",""processes"":[]}",álwas,-,-,-,-,-,alwas
amá,father,father,Dictionary A,"{""root"":""á"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",á,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,ama
áman,that (= saman ),that,Dictionary A,"{""root"":""ám"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",ám,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,aman
ámay,the (= samay ),the,Dictionary A,"{""root"":""ámay"",""processes"":[]}",ámay,-,-,-,-,-,amay
amáy,eventful,eventful,Dictionary A,"{""root"":""áy"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",áy,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,amay
amayámay,"very many, great in number",many,Dictionary A,"{""root"":""ayámay"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",ayámay,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,amayamay
1amáyo,"dream of, contemplate (-en)",dream of,Dictionary A,"{""root"":""1amá"",""processes"":[{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}]}",1amá,"{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}",suffix,2pl genitive enclitic,-,-yo,1amayo
2amáyo,toy,toy,Dictionary A,"{""root"":""2amá"",""processes"":[{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}]}",2amá,"{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}",suffix,2pl genitive enclitic,-,-yo,2amayo
ámba,to denounce; raise one’s hand to strike another,denounce,Dictionary A,"{""root"":""ámba"",""processes"":[]}",ámba,-,-,-,-,-,amba
ambegiá,"to join, attend a gathering (mi -)",join,Dictionary A,"{""root"":""begiá"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",begiá,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,ambegia
AmÉrica,United States of America,United States of America,Dictionary A,"{""root"":""Érica"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",Érica,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,america
amEricána,"(f.), amEricáno (m.) American",american,Dictionary A,"{""root"":""Ericána"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",Ericána,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,americana
amés,to bathe (man -),bathe,Dictionary A,"{""root"":""és"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",és,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,ames
amíga,"(f.), amígo (m.) friend (plural amimíga , amimígo )",friend,Dictionary A,"{""root"":""íga"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",íga,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,amiga
ámil,(person) unable to pronounce words clearly or articulate well,mumble,Dictionary A,"{""root"":""ámil"",""processes"":[]}",ámil,-,-,-,-,-,amil
amín,all,all,Dictionary A,"{""root"":""ín"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",ín,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,amin
amíñggay,hurt,hurt,Dictionary A,"{""root"":""íñggay"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",íñggay,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,aminggay
ámo,"master, employer",employer,Dictionary A,"{""root"":""á"",""processes"":[{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",á,"{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}",suffix,2sg genitive enclitic,-,-mo,amo
maámo,tame (refers only to animals),domestic,Dictionary A,"{""root"":""á"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""},{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",á,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""},{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,maamo
amó,"interjection denoting emphasis ‘isn’t it!’, ‘really’",really,Dictionary A,"{""root"":""ó"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",ó,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,amo
amóñg,to live together under the same roof,cohabit,Dictionary A,"{""root"":""óñg"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",óñg,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,among
