word,syllables,meaning,tag,english,filipino
bekasan,be-ka-san,mark something,VERB,mark,mark
pabakas,pa-ba-kas,have something marked,VERB,have,mayroon
bakbak,bak-bak,scar or scab or peeling skin,NOUN,eschar,eschar
mipamakbak,mi-pa-mak-bak,peel of something,VERB,peel,peel
bakit,ba-kit,why,PROJ,why,bakit
baklad,bak-lad,canal in fishponds or sea,NOUN,amsterdam,amsterdam
bakle,bak-le,yoke,NOUN,yoke,yoke
makabakle,ma-ka-bak-le,wrap or woof,NOUN,wrap,balutin
bikle,bik-le,put something across something else,VERB,thwart,pigilan
makabakle,ma-ka-bak-le,out of condition or in a bad shape,ADJ/ADV,unfitness,hindi nakakasama
bako,ba-ko,mangrove wood,NOUN,mangrove,bakawan
bakawan,ba-ka-wan,where wood is collected for charcoal,NOUN,barbecue pit,barbecue pit
bako,ba-ko,red heron,NOUN,red,pula
bakse,bak-se,oar or paddle,NOUN,oar,oar
mamakse,ma-mak-se,row or paddle,VERB,row,hilera
makapamakse,ma-ka-pa-mak-se,be able to paddle,VERB,push,itulak
makibase,ma-ki-ba-se,paddle with others,VERB,paddle,paddle
bakud,ba-kud,fence,NOUN,fence,bakod
magpabakud,mag-pa-ba-kud,put up a fence,VERB,set,itakda
bakuran,ba-ku-ran,fence something in,VERB,fence,bakod
ba,ba,in order to,SCONJ,in,sa
makabakulud,ma-ka-ba-ku-lud,plain or plateau or high level rocky place,NOUN,tor,tor
magbakwe,mag-bak-we,smoke with burning part of the cigar inside mouth,VERB,smoked,pinausukang
magbakwit,mag-bak-wit,evacuate,VERB,evacuate,lumikas
bakwit,bak-wit,a kind of bird,NOUN,fowl,fowl
bakyum,bak-yum,sonic boom,NOUN,sonic,sonik
bagaq,ba-gaq,lungs,NOUN,lungs,baga
bagang,ba-gang,molar tooth,NOUN,molar,molar
bagasu,ba-ga-su,pulp,NOUN,pulp,pulp
bage,ba-ge,matching or compatible,ADJ/ADV,matching,pagtutugma
bagayan,ba-ga-yan,matching something to something else,VERB,relative,kamag -anak
bage,ba-ge,thing or object or affair,NOUN,matter,bagay
bagebage,ba-ge-ba-ge,small or things or details,NOUN,minute,minuto
bagin,ba-gin,vine,NOUN,vine,puno ng ubas
magbagin,mag-ba-gin,swing on a vine,VERB,liana,liana
mabagsik,ma-bag-sik,be cruel or annoying,ADJ/ADV,devil,diyablo
babagsik,ba-bag-sik,harrass,VERB,harrass,harrass
baguk,ba-guk,fermented foods,NOUN,fermented,fermented
bagun,ba-gun,railroad car,NOUN,railroad,railroad
baguneru,ba-gu-ne-ru,conductor,NOUN,conductor,conductor
pabagun,pa-ba-gun,use a railroad car to carry,VERB,tender,malambot
bagut,ba-gut,draw or a chance or turn,NOUN,cast,cast
bagutan,ba-gu-tan,withdraw something or pull something out,VERB,extract,i -extract
mabagut,ma-ba-gut,withdrawn,ADJ/ADV,withdrawn,inalis
bagyaq,bag-yaq,a little bit,PROJ,a,a
bagyabagyaq,bag-ya-bag-yaq,little by little,PROJ,little,little
bagyu,bag-yu,tropical storm or typhoon,NOUN,cyclone,bagyo
pabagyu,pa-bag-yu,a showoff,NOUN,a,a
babagyu,ba-bag-yu,a typhoon is blowing,VERB,storm,bagyo
bagyus,bag-yus,feathers or long wing feathers,NOUN,beam,beam
bah,bah,of course or that is how it is or well what else,INTJ,then,pagkatapos
abah,a-bah,of course or that is how it is or well what else,INTJ,then,pagkatapos
baintau,ba-in-ta-u,bachelor or unmarried male,NOUN,stag,stag
mamayintau,ma-ma-yin-ta-u,one who is being a bachelor,NOUN,man,tao
bait,ba-it,born,STAT/ADJ/ADV,born,ipinanganak
mibait,mi-ba-it,born,STAT/ADJ/ADV,born,ipinanganak
kebaitan,ke-ba-i-tan,birthday,NOUN,birthday,kaarawan
balaq,ba-laq,responsibility or warning or matter or concern,NOUN,lookout,lookout
balaq,ba-laq,you are in charge or it is up to you or you decide,NOUN,mind,isipan
ebalaq,e-ba-laq,it does not matter,NOUN,irrelevant,hindi nauugnay
bebalan,be-ba-lan,warn someone about something,VERB,blackmail,blackmail
pabalaq,pa-ba-laq,give one responsibility,VERB,give,bigyan
kapamalan,ka-pa-ma-lan,the government,NOUN,the,ang
balabaq,ba-la-baq,cut down something,VERB,cut,gupitin
balakang,ba-la-kang,hips,NOUN,hips,hips
balag,ba-lag,trellice,NOUN,trellice,trellice
magpabalag,mag-pa-ba-lag,drop out,VERB,drop,bumagsak
makabalag,ma-ka-ba-lag,fall accidentally,VERB,fall,taglagas
mangabalag,man-ga-ba-lag,dropping repeatedly,VERB,dropping,bumababa
pabalag,pa-ba-lag,caused to drop,VERB,caused,sanhi
abalag,a-ba-lag,dropped,VERB,dropped,bumagsak
apabalag,a-pa-ba-lag,had an abortion or had a miscarriage,VERB,slipped,nadulas
mabalag,ma-ba-lag,dropped,ADJ/ADV,dropped,bumagsak
balai,ba-la-i,father in law,NOUN,father,ama
mamalai,ma-ma-la-i,arrange a marriage,VERB,arrange,ayusin
abalai,a-ba-la-i,be father in law,VERB,fathers-in-law,mga biyenan
balang,ba-lang,every or each and every,PROJ,all,lahat
balang,ba-lang,a kind of insect said to be destructive to coconut trees,NOUN,borer,borer
balangaq,ba-lan-gaq,clay pot used to cook viands,NOUN,por,por
balangkas,ba-lang-kas,framework,NOUN,framework,balangkas
mamalangkas,ma-ma-lang-kas,construct,VERB,construct,bumuo
balanggut,ba-lang-gut,a grass or reed which grows near river banks and is used to weave mats and hats,NOUN,pyramid,pyramid
balas,ba-las,bullet or bullets,NOUN,bullet,bullet
balas,ba-las,sand,NOUN,sand,buhangin
mamalasmalas,ma-ma-las-ma-las,feels sandy,VERB,feels,nararamdaman
balasenas,ba-la-se-nas,eggplant or penis,NOUN,eggplant,talong
balasubas,ba-la-su-bas,nipa wine or a selfish person,NOUN,miser,miser
balat,ba-lat,birthmark,NOUN,birthmark,birthmark
balat,ba-lat,skin or bark or crust,NOUN,peel,peel
balatong,ba-la-tong,mongo bean,NOUN,mongo,mongo
balatuq,ba-la-tuq,blow out,NOUN,blow,pumutok
balawe,ba-la-we,hawk,NOUN,hawk,hawk
balbal,bal-bal,shattered pieces,NOUN,shattered,nabagsak
pibalbalan,pi-bal-ba-lan,pieces left intact when something has shattered,NOUN,scrap,scrap
balbaru,bal-ba-ru,a bearded person,NOUN,a,a
balbas,bal-bas,beard,NOUN,beard,balbas
pekabalbas,pe-ka-bal-bas,fake beard,NOUN,fake,pekeng
mabalbas,ma-bal-bas,bearded,ADJ/ADV,bearded,balbas
balbasan,bal-ba-san,bearded,NOUN,bearded,balbas
mamalbas,ma-mal-bas,shave self,VERB,shave,ahit
magpabalbas,mag-pa-bal-bas,get shaved,VERB,get,kumuha
mangabalbasan,man-ga-bal-ba-san,let beard grow,VERB,let,hayaan
papagbalbasan,pa-pag-bal-ba-san,tell someone to get a shave,VERB,get off,bumaba ka na
baldadu,bal-da-du,crippled or lame,ADJ/ADV,crippled,crippled
baldug,bal-dug,fall down,VERB,fall,taglagas
abaldug,a-bal-dug,fell accidentally,VERB,fell,nahulog
kebaldug,ke-bal-dug,caused to fall,VERB,caused,sanhi
pabaldug,pa-bal-dug,cause to fall or translate,VERB,cast,cast
magpabaldug,mag-pa-bal-dug,let self drop behind others,VERB,remain,manatili
kabaldugan,ka-bal-du-gan,meaning,NOUN,meaning,ibig sabihin
balduganpanyuq,bal-du-gan-pan-yuq,drop the handkercheif,NOUN,drop,bumagsak
baldugan,bal-du-gan,five to six lending system or twenty percent interest or payment daily,NOUN,point,point
bale,ba-le,house,NOUN,house,bahay
makibale,ma-ki-ba-le,house owner or house wife,NOUN,deed,gawa
kasipingbale,ka-si-ping-ba-le,neighbour,NOUN,neighbour,kapitbahay
balebalayan,ba-le-ba-la-yan,play house,NOUN,play,maglaro
balen,ba-len,town,NOUN,town,bayan
kabalen,ka-ba-len,townmate,NOUN,townmate,townmate
kabalenan,ka-ba-le-nan,the town proper,NOUN,the,ang
memalen,me-ma-len,the townspeople,NOUN,the,ang
mibalenbalen,mi-ba-len-ba-len,from same town,NOUN,from,mula sa
pambalen,pam-ba-len,civic,ADJ/ADV,civic,civic
balentino,ba-len-ti-no,a male name valentino,NOUN,russell,russell
baliq,ba-liq,a woven shopping bag or basket,NOUN,kir,kir
magbalik,mag-ba-lik,return,VERB,return,bumalik
ibalik,i-ba-lik,return something,VERB,return,bumalik
balikan,ba-li-kan,return to somewhere,VERB,advance,advance
pabalikan,pa-ba-li-kan,return something,VERB,return,bumalik
kabalik,ka-ba-lik,opposite or opponent,NOUN,opposite,kabaligtaran
kabalikan,ka-ba-li-kan,reverse,NOUN,reverse,reverse
balikubak,ba-li-ku-bak,dandruff,NOUN,dandruff,balakubak
balikuku,ba-li-ku-ku,crooked or twisted or incorrect,ADJ/ADV,awry,awry
balidbalid,ba-lid-ba-lid,ungrammatical speech,ADJ/ADV,ungrammatical,ungrammatical
kabalidbalid,ka-ba-lid-ba-lid,errors in grammar,NOUN,errors,mga pagkakamali
baligtad,ba-lig-tad,backwards,ADJ/ADV/STAT,backwards,paatras
baligtarin,ba-lig-ta-rin,reversible cloth or political turncoat or one who speaks ambiguously,NOUN,heat,init
magbaligtad,mag-ba-lig-tad,tumble backwards,VERB,tumble,bumagsak
ibaligtad,i-ba-lig-tad,reverse something or turn something inside out,VERB,invert,baligtarin
balimbing,ba-lim-bing,back talker,NOUN,back,balik
balimbingan,ba-lim-bin-gan,edge of ear,NOUN,edge,gilid
balimbingan,ba-lim-bin-gan,flick edge of ear,VERB,short,maikli
mabaling,ma-ba-ling,ammonia smell,ADJ/ADV,ammonia,ammonia
balisa,ba-li-sa,restless or constantly moving,ADJ/ADV,unsettled,hindi mapakali
balitaq,ba-li-taq,news or clue,NOUN,news,balita
magbalitaq,mag-ba-li-taq,spread news,VERB,spread,paglaganap
ibalitaq,i-ba-li-taq,tell someone something,VERB,tell,sabihin
makibalitaq,ma-ki-ba-li-taq,share news,VERB,share,ibahagi
balitanan,ba-li-ta-nan,inform someone,VERB,inform,ipagbigay -alam
mipamalitaq,mi-pa-ma-li-taq,be informed,VERB,be,maging
balitang,ba-li-tang,level or grade rung of a ladder,NOUN,rundle,rundle
mamalitang,ma-ma-li-tang,repair or install ladder rungs,VERB,steps,mga hakbang
balitiq,ba-li-tiq,a species of tree said to be a favored place of spirits,NOUN,earth,daigdig
balobalo,ba-lo-ba-lo,a fermented delicacy,NOUN,a,a
balok,ba-lok,a medicinal concoction made from boiling gizzard of duck or chicken in salt and water Said to be a remedy for appendicitis,NOUN,wash,hugasan
balona,ba-lo-na,pants or cuffs,NOUN,pants,pantalon
dibalona,di-ba-lo-na,cuffed style pants,ADJ/ADV,cuffed,cuffed
balsamu,bal-sa-mu,balm,NOUN,balm,balm
balsameru,bal-sa-me-ru,embalmer,NOUN,embalmer,embalmer
mambalsamu,mam-bal-sa-mu,embalmer,NOUN,embalmer,embalmer
balsamwan,bal-sam-wan,to embailm someone,VERB,to,sa
mabalsamu,ma-bal-sa-mu,embalmed,ADJ/ADV,embalmed,embalmed
baluq,ba-luq,knowledge,NOUN,knowledge,kaalaman
makibaluq,ma-ki-ba-luq,people who know,NOUN,insiders,mga tagaloob
belwan,bel-wan,know something,VERB,know,alamin
pabaluq,pa-ba-luq,inform,VERB,inform,ipagbigay -alam
abaluq,a-ba-luq,informed,VERB,informed,alam
tabaluq,ta-ba-luq,do not know,VERB,do,gawin
mamaltang,ma-mal-tang,take a shortcut,VERB,take,kumuha
makapamaltang,ma-ka-pa-mal-tang,able to be shortened,VERB,abbreviated,pinaikling
pamamaltang,pa-ma-mal-tang,shortcut or taking shortcut,NOUN,pass,pumasa
baltangan,bal-tan-gan,a shortcut,NOUN,a,a
balu,ba-lu,widow or widower,NOUN,widow,balo
balubad,ba-lu-bad,cashew,NOUN,cashew,cashew
baluktut,ba-luk-tut,bent or curled up,ADJ/ADV,curl,curl
makabaluktut,ma-ka-ba-luk-tut,in a bent position,ADJ/ADV,squat,squat
mibaluktut,mi-ba-luk-tut,got bent,VERB,got,nakuha
balugaq,ba-lu-gaq,negrito,NOUN,negrito,negrito
balugbug,ba-lug-bug,ear or bottom of the macopa fruit,NOUN,nubbin,nubbin
balugbugan,ba-lug-bu-gan,hit in the ear,VERB,box,kahon
balumbalu,ba-lum-ba-lu,gizzard or intestines,NOUN,gizzard,gizzard
balusbus,ba-lus-bus,to mull over the meaning of something,VERB,ponder,pag -isipan
ibalut,i-ba-lut,wrap something,VERB,wrap,balutin
magpabalut,mag-pa-ba-lut,have someone wrap,VERB,have,mayroon
balut,ba-lut,thing wrapped,NOUN,thing,bagay
pipag balutan,pi-pag -ba-lu-tan,thing used to wrap,NOUN,muffler,muffler
balut,ba-lut,aged but unhatched duck egg eaten as a delicacy snack,NOUN,roe,roe
banahaw,ba-na-haw,name of a mountain,NOUN,cheviot,cheviot
banal,ba-nal,holy or sacred,ADJ/ADV,holy,banal
ding banal a kasulatan,ding -ba-nal- a -ka-su-la-tan,the holy scriptures,ADJ/ADV,the,ang
magbanayad,mag-ba-na-yad,be holy or pretend to be holy or make oneself holy,VERB,mak,mak
banda,ban-da,musical band,NOUN,musical,musical
banda,ban-da,in possession of a,ADJ/ADV,acquisition,pagkuha
banda,ban-da,proceeding or towards,ADP,proceeding,pagpapatuloy
magbanda,mag-ban-da,go towards,VERB,go,pumunta ka na
ibanda,i-ban-da,move something,VERB,move,ilipat
abanda,a-ban-da,something can be moved,VERB,immovable,hindi matitinag
makabanda,ma-ka-ban-da,situated towards,ADJ/ADV,situated,nakatayo
bandalaq,ban-da-laq,a large woven basket with handles,NOUN,shopping bag,shopping bag
bandi,ban-di,wealth or possessions,NOUN,wealth,kayamanan
mikiband,mi-ki-band,owner,NOUN,owner,may -ari
ingatbandi,in-gat-ban-di,treasurer,NOUN,treasurer,treasurer
pibandian,pi-ban-di-an,possessions,NOUN,possessions,mga pag -aari
pabandi,pa-ban-di,possess or obtain,VERB,possess,nagtataglay
mabandi,ma-ban-di,owning or rich,ADJ/ADV,owning,pagmamay -ari
pekamabandi,pe-ka-ma-ban-di,richest,ADJ/ADV,richest,pinakamayaman
banduriya,ban-du-ri-ya,string ensemble,NOUN,string,string
banlik,ban-lik,silt or erosion,NOUN,silt,silt
mibabanlikan,mi-ba-ban-li-kan,silted over,ADJ/ADV,silted,silted
bansag,ban-sag,alias or nickname,NOUN,alias,alyas
bansag,ban-sag,famous,VERB,famous,sikat
binsagan,bin-sa-gan,nickname someone,VERB,nickname,palayaw
bante,ban-te,guard or watch over,VERB,sentinel,sentinel
bante plasdan,ban-te p-las-dan,fishpond caretaker,NOUN,fishpond,fishpond
bantayan,ban-ta-yan,watching place or waiting shed,NOUN,await,naghihintay
banting,ban-ting,wires,NOUN,wires,mga wire
pabanting,pa-ban-ting,put up cracing wires,VERB,skein,skein
mabanting,ma-ban-ting,braced,ADJ/ADV,braced,braced
bantuan,ban-tu-an,mix or dilute,VERB,mix,paghaluin
mabantut,ma-ban-tut,foul smelling,ADJ/ADV,foul,napakarumi
banus,ba-nus,a furled leaf,NOUN,a,a
banwa,ban-wa,year or sky or heaven,NOUN,high,mataas
pabanwa,pa-ban-wa,year or first year,NOUN,rookie,rookie
banwaqan,ban-wa-qan,annually,ADJ/ADV,annually,taun -taon
banwabanwa,ban-wa-ban-wa,annually,ADJ/ADV,annually,taun -taon
magpabanwa,mag-pa-ban-wa,going on one year,VERB,hours,oras
banyu,ban-yu,bathroom,NOUN,bathroom,banyo
bangaq,ban-gaq,a hardwood,NOUN,a,a
bangaq,ban-gaq,jar made of clay often for holding drinking,NOUN,pot,palayok
bangal,ban-gal,divide or split,VERB,divide,hatiin
kabangal,ka-ban-gal,a piece,NOUN,a,a
pamamangal,pa-ma-man-gal,division,NOUN,division,dibisyon
bangkasu,bang-ka-su,a woven coverless basket,NOUN,ticking,ticking
bangke,bang-ke,corpse,NOUN,corpse,bangkay
bangko,bang-ko,bank,NOUN,bank,bangko
magpabangko,mag-pa-bang-ko,put money in a bank,VERB,deposit,deposito
bangkuq,bang-kuq,bench,NOUN,bench,bench
banggera,bang-ge-ra,kitchen or storage place,NOUN,larder,larder
anak banggera,a-nak -bang-ge-ra,illegitimate child,NOUN,illegitimate,ilegal
bangiq,ban-giq,rice crust,NOUN,rice,bigas
mabanglu,ma-bang-lu,fragrant,ADJ/ADV,fragrant,mabango
mabangnas,ma-bang-nas,stale,VERB,stale,malas
mingnas,ming-nas,get stale,VERB,get,kumuha
mabangungut,ma-ban-gun-gut,have a nightmate or sleep paralysis,STAT/ADJ/ADV,incubus,incubus
bangus,ban-gus,milkfish,NOUN,milkfish,milkfish
bangusan,ban-gu-san,disease on face skin or disease on mouth,NOUN,erysipelas,erysipelas
bapa,ba-pa,uncle,NOUN,uncle,tiyuhin
bara,ba-ra,obstacle,NOUN,obstacle,balakid
baraku,ba-ra-ku,stud,NOUN,stud,stud
baradu,ba-ra-du,stuck,ADJ/ADV,stuck,natigil
beradwan,be-rad-wan,stop something up,VERB,stop,huminto
barag,ba-rag,a large lizard,NOUN,a,a
barandilyas,ba-ran-dil-yas,balustrade,NOUN,balustrade,balustrade
barasu,ba-ra-su,bicep,NOUN,bicep,bicep
barbero,bar-be-ro,barber,NOUN,barber,barbero
barbiâ€™riya,bar-biÃ¢â‚¬â„¢-ri-ya,barber shop,NOUN,barber,barbero
barkada,bar-ka-da,gang or intimates,NOUN,gang,gang
kabarkada,ka-bar-ka-da,gang member,NOUN,gang,gang
papagbarkadan,pa-pag-bar-ka-dan,make to join a gang,VERB,press gang,pindutin ang gang
barena,ba-re-na,drill or auger,NOUN,drill,drill
bareta,ba-re-ta,crowbar,NOUN,crowbar,crowbar
magbareta,mag-ba-re-ta,use a crowbar,VERB,use,gumamit
beretan,be-re-tan,use a crowbar on,VERB,pry,pry
mabareta,ma-ba-re-ta,worked on by a crowbar,ADJ/ADV,pitch,pitch
bariku,ba-ri-ku,nickname for Evaristu,NOUN,nickname,palayaw
baril,ba-ril,gun,NOUN,gun,baril
mamaril,ma-ma-ril,shoot,VERB,shoot,shoot
barilan,ba-ri-lan,shooting something,VERB,shooting,pagbaril
baroki,ba-ro-ki,marblesized clay balls used as slingshot,NOUN,smitt,smitt
barongga,ba-rong-ga,throw something,VERB,throw,itapon
barungganlata,ba-rung-gan-la-ta,kick the can,NOUN,kick,sipa
baruq,ba-ruq,dress or shirt or clothing,NOUN,sleeve,manggas
mabaruq,ma-ba-ruq,put on a dress,VERB,dress up,magbihis ka
mamaruq,ma-ma-ruq,wearing a dress,VERB,wearing,nakasuot
pamaruwan,pa-ma-ru-wan,dress someone,VERB,dress,magbihis
barugan,ba-ru-gan,beat someone or whip,VERB,flog,flog
barug,ba-rug,mabarug,ADJ/ADV,mabarug,mabarug
baruyaq,ba-ru-yaq,fry in flour,VERB,fry,fry
baryu,bar-yu,barrio,NOUN,barrio,barrio
barrio,bar-ri-o,mate,NOUN,mate,mate
memaryu,me-mar-yu,barrio folk,NOUN,barrio,barrio
makipamaryu,ma-ki-pa-mar-yu,be from the same barrio,VERB,concur,concur
basaq,ba-saq,read,VERB,read,basahin
babasan,ba-ba-san,reader,NOUN,reader,mambabasa
mabasaq,ma-ba-saq,wet,ADJ/ADV,wet,basa
mamasamasaq,ma-ma-sa-ma-saq,moist,ADJ/ADV,moist,basa -basa
mabasaq,ma-ba-saq,get wet,VERB,get,kumuha
basan,ba-san,wet something or soak something or irrigate something,VERB,water,tubig
basan,ba-san,rag or mop,NOUN,rag,basahan
mabasa,ma-ba-sa,recognized,ADJ/ADV,recognized,kinikilala
kabasa,ka-ba-sa,acquiantance,ADJ/ADV,acquiantance,pagkuha
basiq,ba-siq,alcoholic drink made from sugarcane,NOUN,rum,rum
bastag,bas-tag,consolation prize,NOUN,consolation,aliw
anak bastardo,a-nak -bas-tar-do,illegitimate child,NOUN,illegitimate,ilegal
bastun,bas-tun,cane,NOUN,cane,baston
bastus,bas-tus,rude or crude or improper,ADJ/ADV,boor,boor
bastusan,bas-tu-san,to act crude to someone,VERB,crudity,crudity
basu,ba-su,drinking glass,NOUN,drinking,pag -inom
magbasu,mag-ba-su,use a glass,VERB,use,gumamit
basulto,ba-sul-to,a kind of folk song,NOUN,spiritual,espirituwal
basura,ba-su-ra,garbage,NOUN,garbage,basura
basureru,ba-su-re-ru,garbageman,NOUN,garbageman,garbageman
basuraqan,ba-su-ra-qan,garbage dump,NOUN,garbage,basura
mabasura,ma-ba-su-ra,full of garbage,ADJ/ADV,full,puno
magbata,mag-ba-ta,suffer or tolerate or endure,VERB,bear,bear
makipibata,ma-ki-pi-ba-ta,tolerate something,VERB,tolerate,tiisin
ipabata,i-pa-ba-ta,make one patient about something,VERB,decide,magpasya
bata,ba-ta,long clothing or bathrobe,NOUN,gown,gown
batakan,ba-ta-kan,resistant or full of endurance,ADJ/ADV,hard,mahirap
batal,ba-tal,neck,NOUN,neck,leeg
batal,ba-tal,hit in the neck,VERB,break,break
bateriya,ba-te-ri-ya,battery,NOUN,battery,baterya
baterul,ba-te-rul,small mixing bowl for sauce,NOUN,salad bowl,mangkok ng salad
batibu,ba-ti-bu,has stamina,ADJ/ADV,has,may
batik,ba-tik,skin blemish,NOUN,skin,balat
mabating,ma-ba-ting,lost,VERB,lost,nawala
batu,ba-tu,stone or rock,NOUN,stone,bato
sakit king batu,sa-kit -king -ba-tu,kidney stones,NOUN,kidney,bato
batung mete,ba-tung -me-te,sandstone,NOUN,sandstone,sandstone
betu,be-tu,stone someone,VERB,stone,bato
batwin,bat-win,star,NOUN,star,bituin
mabatwin,ma-bat-win,starry,ADJ/ADV,starry,starry
batyaq,bat-yaq,a metal pan used for laundry,NOUN,sheet,sheet
bau,ba-u,smell,NOUN,smell,amoy
babau,ba-ba-u,smell,VERB,smell,amoy
bauan,ba-u-an,smell something,VERB,smell,amoy
baul,ba-ul,box or chest,NOUN,box,kahon
bawal,ba-wal,prohibited,STAT/ADJ/ADV,prohibited,ipinagbabawal
makabawal,ma-ka-ba-wal,prohibited,STAT/ADJ/ADV,prohibited,ipinagbabawal
kabawalbawalan,ka-ba-wal-ba-wa-lan,really verboten,STAT/ADJ/ADV,really,talaga
bewalan,be-wa-lan,prohibit something,VERB,prohibit,ipinagbabawal
bawang,ba-wang,garlic,NOUN,garlic,bawang
bawangbawang,ba-wang-ba-wang,vine that smells like garlic,NOUN,garlic mustard,bawang mustasa
bawas,ba-was,deduction or what is missing or what has been subtracted,NOUN,net,net
bawiq,ba-wiq,a quality of fruit,ADJ/ADV,fecundity,fecundity
baya,ba-ya,ember,NOUN,ember,ember
magpabaya,mag-pa-ba-ya,make glow,VERB,make,gumawa
pabaya,pa-ba-ya,make something glow with heat,VERB,ignite,ignite
bayabas,ba-ya-bas,guava,NOUN,guava,gava
bayabasan,ba-ya-ba-san,place where there are guavas,NOUN,here,dito
mamayabas,ma-ma-ya-bas,gatehring guavas,VERB,gatehring,gatehring
bayad,ba-yad,payment,NOUN,payment,pagbabayad
bayag,ba-yag,testicles,NOUN,testicles,testicle
bayagan,ba-ya-gan,hit in the testicles,VERB,nutted,nutted
mebayag,me-ba-yag,hurt in the testicles,ADJ/ADV,cut,gupitin
magbayansel,mag-ba-yan-sel,work as middleman or work on black market,VERB,black marketeer,itim na marketeer
bayat,ba-yat,weight,NOUN,weight,timbang
babayat,ba-ba-yat,get heavy,VERB,get,kumuha
papabayatan,pa-pa-ba-ya-tan,make heavier,VERB,make,gumawa
mabayat,ma-ba-yat,heavy,ADJ/ADV,heavy,malakas
baylyerina,bayl-ye-ri-na,taxi dancer,NOUN,taxi,taxi
bayo,ba-yo,affinal siblings,NOUN,affinal,affinal
bayo,ba-yo,organization siblings,NOUN,organization,organisasyon
bayu,ba-yu,new or newly,ADJ/ADV,new,bago
bayu,ba-yu,before,SubComb,before,dati
manimayu,ma-ni-ma-yu,changing,VERB,changing,pagbabago
mibabayu,mi-ba-ba-yu,being changed,VERB,altering,nagbabago
magbayu,mag-ba-yu,pound or grind,VERB,pound,pound
magbayutuk,mag-ba-yu-tuk,bend or sag,VERB,bend,yumuko
bebe,be-be,edge or especially of a body of water,NOUN,sea,dagat
makabebe,ma-ka-be-be,situated at the edge,ADJ/ADV,abut,abut
bebebe,be-be-be,go along the edge,VERB,skirt,palda
belen,be-len,creche,NOUN,creche,creche
belen,be-len,a female name,NOUN,a,a
bendisyon,ben-dis-yon,blessing or benediction,NOUN,blessing,pagpapala
bentenwebe,ben-ten-we-be,twenty nine,NUM,twenty,dalawampu
bentenwebe,ben-ten-we-be,a switchblade,NOUN,a,a
bentilador,ben-ti-la-dor,electric fan,NOUN,electric,elektriko
magbentilador,mag-ben-ti-la-dor,use a fan,VERB,use,gumamit
benusan,be-nu-san,furrows,NOUN,furrows,furrows
benggansa,beng-gan-sa,vengeance,NOUN,vengeance,paghihiganti
bengi,ben-gi,night or evening,NOUN,night,gabi
nabengi,na-ben-gi,last night,NOUN,last,huling
bengibengi,ben-gi-ben-gi,nightly,ADJ/ADV,nightly,gabi -gabi
mabengi,ma-ben-gi,be overtaken by night,ADJ/ADV,benighted,benighted
magpabengi,mag-pa-ben-gi,stay overnight or do something overnight,VERB,trust,tiwala
kebengian,ke-ben-gi-an,be overtaken by night because of something,VERB,benighted,benighted
maberdeberde,ma-ber-de-ber-de,greenish,NOUN,greenish,berde
